id,name,category,quantity,price,description,code,minimum_quantity,corridor,cabinet,shelf,classification,gaveta,unnamed: 6
3077,Capacitor eletrolítico 33uF 63v,,9,0.0,,,0,14,15.0,A,,139,
3045,"Capacitor eletrolítico 4,7uF 100v",,59,0.0,,,0,14,15.0,A,,131,
3042,"Capacitor eletrolítico 4,7uF 16v",,20,0.0,,,0,14,15.0,A,,131,
3046,"Capacitor eletrolítico 4,7uF 400v",,75,0.0,,,0,14,15.0,A,,131,
3047,"Capacitor eletrolítico 4,7uF 450v",,37,0.0,,,0,14,15.0,A,,137,
3043,"Capacitor eletrolítico 4,7uF 50v",,84,0.0,,,0,14,15.0,A,,134,
3044,"Capacitor eletrolítico 4,7uF 63v",,6,0.0,,,0,14,15.0,A,,131,
3103,Capacitor eletrolítico 470uF 100V,,2,0.0,,,0,14,15.0,A,,147,
3094,Capacitor eletrolítico 470uF 100v,,15,0.0,,,0,14,15.0,A,,144,
3093,Capacitor eletrolítico 470uF 10v,,25,0.0,,,0,14,15.0,A,,143,
3075,Capacitor eletrolítico 470uF 16v,,43,0.0,,,0,14,15.0,A,,143,
3070,Capacitor eletrolítico 470uF 25v,,44,0.0,,,0,14,15.0,A,,143,
3071,Capacitor eletrolítico 470uF 35v,,50,0.0,,,0,14,15.0,A,,143,
3104,Capacitor eletrolítico 470uF 400V,,2,0.0,,,0,14,15.0,A,,147,
3105,Capacitor eletrolítico 470uF 450V,,3,0.0,,,0,14,15.0,A,,147,
3072,Capacitor eletrolítico 470uF 450v,,4,0.0,,,0,14,15.0,A,,138,
3073,Capacitor eletrolítico 470uF 50v,,28,0.0,,,0,14,15.0,A,,144,
3074,Capacitor eletrolítico 470uF 63v,,16,0.0,,,0,14,15.0,A,,144,
3063,Capacitor eletrolítico 47uF 100v,,19,0.0,,,0,14,15.0,A,,135,
3059,Capacitor eletrolítico 47uF 10v,,30,0.0,,,0,14,15.0,A,,135,
3060,Capacitor eletrolítico 47uF 16v,,30,0.0,,,0,14,15.0,A,,135,
3061,Capacitor eletrolítico 47uF 25v,,52,0.0,,,0,14,15.0,A,,135,
3058,Capacitor eletrolítico 47uF 35v,,8,0.0,,,0,14,15.0,A,,135,
3062,Capacitor eletrolítico 47uF 50v,,70,0.0,,,0,14,15.0,A,,135,
3054,Capacitor eletrolítico 47uF 63v,,20,0.0,,,0,14,15.0,A,,135,
3079,Capacitor eletrolítico 68uF 35v,,5,0.0,,,0,14,15.0,A,,139,
3080,Capacitor eletrolítico 68uF 50v,,85,0.0,,,0,14,15.0,A,,140,
3081,Capacitor eletrolítico 68uF 63v,,45,0.0,,,0,14,15.0,A,,140,
2791,Capacitor poliester,,9,0.0,,,0,A,15.0,C,,53,
2702,Chave dip switch 4 vias azul,,11,0.0,,,0,A,15.0,C,,30,
2703,Chave dip switch 4 vias vermelho,,8,0.0,,,0,A,15.0,C,,30,
2704,Chave dip switch 5 vias azul,,12,0.0,,,0,A,15.0,C,,30,
2699,Chave fim de curso 2A 125V,,10,0.0,,,0,A,15.0,C,,29,
2698,Chave fim de curso KW11-3Z-2,,20,0.0,,,0,A,15.0,C,,29,
2697,Chave fim de curso KW11-3Z-5,,10,0.0,,,0,A,15.0,C,,29,
2696,Chave seletora de tensão 127V/220V  HH média,,10,0.0,,,0,A,15.0,C,,29,
2695,Chave seletora de tensão 127V/220V  HH pequena,,10,0.0,,,0,A,15.0,C,,29,
2705,Chave tecla,,9,0.0,,,0,A,15.0,C,,30,
2707,Chave tecla c/trava vermelho,,10,0.0,,,0,A,15.0,C,,30,
2706,Chave tecla c/trava vermelho KXW,,10,0.0,,,0,A,15.0,C,,30,
2693,Chaveiro TAG,,28,0.0,,,0,A,15.0,C,,28,
3249,Circuito integrado  7400,,234,0.0,,,0,A,15.0,B,,191,
3250,Circuito integrado  7401,,25,0.0,,,0,A,15.0,B,,191,
3251,Circuito integrado  7402,,278,0.0,,,0,A,15.0,B,,192,
3252,Circuito integrado  7403,,53,0.0,,,0,A,15.0,B,,193,
3448,Circuito integrado  V 2.04.02,,11,0.0,,,0,A,15.0,B,,232,
3442,Circuito integrado  VIGILANCE V8 V1.0.10,,17,0.0,,,0,A,15.0,B,,231,
3428,Circuito integrado  WS 62256 LLPG-70,,9,0.0,,,0,A,15.0,B,,227,
2968,Circuito integrado 1240,,3,0.0,,,0,A,15.0,C,,100,
3412,Circuito integrado 14023,,19,0.0,,,0,A,15.0,B,,224,
3418,Circuito integrado 140232,,30,0.0,,,0,A,15.0,B,,225,
3413,Circuito integrado 14025,,5,0.0,,,0,A,15.0,B,,224,
3414,Circuito integrado 14042,,10,0.0,,,0,A,15.0,B,,224,
3415,Circuito integrado 14051,,36,0.0,,,0,A,15.0,B,,224,
3417,Circuito integrado 14099,,20,0.0,,,0,A,15.0,B,,225,
3416,Circuito integrado 14106,,14,0.0,,,0,A,15.0,B,,225,
2963,Circuito integrado 14232,,9,0.0,,,0,A,15.0,C,,99,
3419,Circuito integrado 14520B,,19,0.0,,,0,A,15.0,B,,225,
3420,Circuito integrado 14529BP,,9,0.0,,,0,A,15.0,B,,225,
3421,Circuito integrado 14538,,39,0.0,,,0,A,15.0,B,,225,
3348,Circuito integrado 1489,,50,0.0,,,0,A,15.0,B,,212,
3349,Circuito integrado 1723,,9,0.0,,,0,A,15.0,B,,212,
3433,Circuito integrado 2.2.05,,1,0.0,,,0,A,15.0,B,,229,
3350,Circuito integrado 2004,,30,0.0,,,0,A,15.0,B,,212,
3351,Circuito integrado 2110,,15,0.0,,,0,A,15.0,B,,212,
3436,Circuito integrado 21100,,7,0.0,,,0,A,15.0,B,,230,
3437,Circuito integrado 22202,,21,0.0,,,0,A,15.0,B,,230,
3352,Circuito integrado 232,,24,0.0,,,0,A,15.0,B,,213,
2958,Circuito integrado 2408B 9903,,49,0.0,,,0,A,15.0,C,,98,
3469,Circuito integrado 2530,,15,0.0,,,0,A,15.0,B,,237,
2965,Circuito integrado 2631,,298,0.0,,,0,A,15.0,C,,100,
3440,Circuito integrado 2803,,2,0.0,,,0,A,15.0,B,,230,
2969,Circuito integrado 308,,30,0.0,,,0,nan,nan,nan,,?,
2970,Circuito integrado 311,,25,0.0,,,0,A,15.0,C,,101,
3353,Circuito integrado 312,,2,0.0,,,0,A,15.0,B,,213,
2971,Circuito integrado 3140,,10,0.0,,,0,A,15.0,C,,101,
3357,Circuito integrado 3161/3162,,12,0.0,,,0,A,15.0,B,,214,
2972,Circuito integrado 317,,21,0.0,,,0,A,15.0,C,,101,
2973,Circuito integrado 318,,23,0.0,,,0,A,15.0,C,,101,
2979,Circuito integrado 323Q,,16,0.0,,,0,A,15.0,C,,102,
2959,Circuito integrado 324,,3,0.0,,,0,A,15.0,B,,213,
3466,Circuito integrado 328,,1,0.0,,,0,A,15.0,B,,236,
3354,Circuito integrado 339,,85,0.0,,,0,A,15.0,B,,213,
3358,Circuito integrado 3486,,9,0.0,,,0,A,15.0,B,,214,
3359,Circuito integrado 3487,,7,0.0,,,0,A,15.0,B,,214,
3360,Circuito integrado 3524,,38,0.0,,,0,A,15.0,B,,214,
3361,Circuito integrado 3525,,11,0.0,,,0,A,15.0,B,,214,
3362,Circuito integrado 3680,,4,0.0,,,0,A,15.0,B,,214,
2974,Circuito integrado 386,,10,0.0,,,0,A,15.0,C,,101,
3363,Circuito integrado 3914,,3,0.0,,,0,A,15.0,B,,214,
3369,Circuito integrado 4000,,16,0.0,,,0,A,15.0,B,,216,
3370,Circuito integrado 4001,,71,0.0,,,0,A,15.0,B,,216,
3371,Circuito integrado 4002,,14,0.0,,,0,A,15.0,B,,216,
3372,Circuito integrado 4006,,19,0.0,,,0,A,15.0,B,,216,
3373,Circuito integrado 4008,,16,0.0,,,0,A,15.0,B,,216,
3374,Circuito integrado 4009,,30,0.0,,,0,A,15.0,B,,217,
3375,Circuito integrado 4010,,49,0.0,,,0,A,15.0,B,,217,
3376,Circuito integrado 4011,,54,0.0,,,0,A,15.0,B,,217,
3377,Circuito integrado 4013,,24,0.0,,,0,A,15.0,B,,217,
3378,Circuito integrado 4017,,9,0.0,,,0,A,15.0,B,,217,
3379,Circuito integrado 4023,,4,0.0,,,0,A,15.0,B,,217,
3380,Circuito integrado 4025,,6,0.0,,,0,A,15.0,B,,217,
3381,Circuito integrado 4026,,7,0.0,,,0,A,15.0,B,,218,
3382,Circuito integrado 4027,,14,0.0,,,0,A,15.0,B,,218,
3383,Circuito integrado 4028,,38,0.0,,,0,A,15.0,B,,218,
3384,Circuito integrado 4029,,156,0.0,,,0,A,15.0,B,,218,
3385,Circuito integrado 4030,,7,0.0,,,0,A,15.0,B,,218,
3386,Circuito integrado 4035,,21,0.0,,,0,A,15.0,B,,219,
3387,Circuito integrado 4040,,16,0.0,,,0,A,15.0,B,,219,
3388,Circuito integrado 4042,,1,0.0,,,0,A,15.0,B,,219,
3389,Circuito integrado 4047,,24,0.0,,,0,A,15.0,B,,219,
3390,Circuito integrado 4048,,15,0.0,,,0,A,15.0,B,,219,
3391,Circuito integrado 4049,,28,0.0,,,0,A,15.0,B,,219,
3392,Circuito integrado 4051,,56,0.0,,,0,A,15.0,B,,219,
3393,Circuito integrado 4052,,23,0.0,,,0,A,15.0,B,,220,
3394,Circuito integrado 4055,,7,0.0,,,0,A,15.0,B,,220,
3395,Circuito integrado 4060,,16,0.0,,,0,A,15.0,B,,220,
3396,Circuito integrado 4066,,24,0.0,,,0,A,15.0,B,,220,
3397,Circuito integrado 4069,,2,0.0,,,0,A,15.0,B,,220,
3398,Circuito integrado 4070,,54,0.0,,,0,A,15.0,B,,220,
3399,Circuito integrado 4071,,15,0.0,,,0,A,15.0,B,,221,
3400,Circuito integrado 4072,,2,0.0,,,0,A,15.0,B,,221,
3401,Circuito integrado 4081,,52,0.0,,,0,A,15.0,B,,221,
3402,Circuito integrado 4082,,24,0.0,,,0,A,15.0,B,,221,
3403,Circuito integrado 4093,,50,0.0,,,0,A,15.0,B,,221,
3404,Circuito integrado 4094,,8,0.0,,,0,A,15.0,B,,222,
3405,Circuito integrado 4099,,3,0.0,,,0,A,15.0,B,,222,
3434,Circuito integrado 44256,,4,0.0,,,0,A,15.0,B,,229,
3406,Circuito integrado 4503,,3,0.0,,,0,A,15.0,B,,222,
3407,Circuito integrado 4511,,171,0.0,,,0,A,15.0,B,,222,
3408,Circuito integrado 4516,,6,0.0,,,0,A,15.0,B,,222,
3409,Circuito integrado 4518,,152,0.0,,,0,A,15.0,B,,223,
3410,Circuito integrado 4538,,19,0.0,,,0,A,15.0,B,,223,
2966,Circuito integrado 4558C,,24,0.0,,,0,A,15.0,C,,100,
2967,Circuito integrado 4558P,,56,0.0,,,0,A,15.0,C,,100,
2975,Circuito integrado 4N25,,39,0.0,,,0,A,15.0,C,,102,
2976,Circuito integrado 4N26,,11,0.0,,,0,A,15.0,C,,102,
2977,Circuito integrado 4N35,,32,0.0,,,0,A,15.0,C,,102,
2978,Circuito integrado 4N36,,11,0.0,,,0,A,15.0,C,,102,
3435,Circuito integrado 514256,,6,0.0,,,0,A,15.0,B,,229,
2955,Circuito integrado 555 P,,160,0.0,,,0,A,15.0,C,,98,
2956,Circuito integrado 555CN,,53,0.0,,,0,A,15.0,C,,98,
2957,Circuito integrado 555N,,10,0.0,,,0,A,15.0,C,,98,
2960,Circuito integrado 556N,,15,0.0,,,0,A,15.0,C,,99,
3429,Circuito integrado 6116,,24,0.0,,,0,A,15.0,B,,228,
3426,Circuito integrado 61256AK,,9,0.0,,,0,A,15.0,B,,227,
3427,Circuito integrado 61256FK,,4,0.0,,,0,A,15.0,B,,227,
3467,Circuito integrado 6507,,1,0.0,,,0,A,15.0,B,,236,
3253,Circuito integrado 7404,,179,0.0,,,0,A,15.0,B,,193,
3254,Circuito integrado 7405,,36,0.0,,,0,A,15.0,B,,193,
3255,Circuito integrado 7406,,43,0.0,,,0,A,15.0,B,,193,
3256,Circuito integrado 7407,,68,0.0,,,0,A,15.0,B,,194,
3257,Circuito integrado 7408,,280,0.0,,,0,A,15.0,B,,194,
3258,Circuito integrado 7409,,17,0.0,,,0,A,15.0,B,,194,
3259,Circuito integrado 7410,,132,0.0,,,0,A,15.0,B,,195,
3291,Circuito integrado 74102,,1,0.0,,,0,A,15.0,B,,202,
3292,Circuito integrado 74107,,37,0.0,,,0,A,15.0,B,,202,
3260,Circuito integrado 7411,,103,0.0,,,0,A,15.0,B,,195,
3293,Circuito integrado 74111,,27,0.0,,,0,A,15.0,B,,202,
3294,Circuito integrado 74112,,6,0.0,,,0,A,15.0,B,,203,
3261,Circuito integrado 7412,,19,0.0,,,0,A,15.0,B,,195,
3295,Circuito integrado 74121,,45,0.0,,,0,A,15.0,B,,203,
3296,Circuito integrado 74123,,29,0.0,,,0,A,15.0,B,,203,
3297,Circuito integrado 74124,,14,0.0,,,0,A,15.0,B,,203,
3298,Circuito integrado 74125,,29,0.0,,,0,A,15.0,B,,203,
3299,Circuito integrado 74126,,36,0.0,,,0,A,15.0,B,,203,
3262,Circuito integrado 7413,,46,0.0,,,0,A,15.0,B,,195,
3300,Circuito integrado 74132,,36,0.0,,,0,A,15.0,B,,204,
3301,Circuito integrado 74138,,46,0.0,,,0,A,15.0,B,,204,
3302,Circuito integrado 74139,,16,0.0,,,0,A,15.0,B,,204,
3263,Circuito integrado 7414,,66,0.0,,,0,A,15.0,B,,196,
3303,Circuito integrado 74141,,17,0.0,,,0,A,15.0,B,,204,
3304,Circuito integrado 74148,,7,0.0,,,0,A,15.0,B,,204,
3305,Circuito integrado 74150,,14,0.0,,,0,A,15.0,B,,204,
3306,Circuito integrado 74151,,28,0.0,,,0,A,15.0,B,,205,
3307,Circuito integrado 74153,,48,0.0,,,0,A,15.0,B,,205,
3308,Circuito integrado 74154,,12,0.0,,,0,A,15.0,B,,205,
3309,Circuito integrado 74155,,60,0.0,,,0,A,15.0,B,,205,
3310,Circuito integrado 74157,,72,0.0,,,0,A,15.0,B,,205,
3264,Circuito integrado 7416,,22,0.0,,,0,A,15.0,B,,196,
3311,Circuito integrado 74161,,45,0.0,,,0,A,15.0,B,,205,
3312,Circuito integrado 74163,,4,0.0,,,0,A,15.0,B,,206,
3313,Circuito integrado 74164,,35,0.0,,,0,A,15.0,B,,206,
3314,Circuito integrado 74165,,6,0.0,,,0,A,15.0,B,,206,
3265,Circuito integrado 7417,,21,0.0,,,0,A,15.0,B,,196,
3315,Circuito integrado 74170,,15,0.0,,,0,A,15.0,B,,206,
3316,Circuito integrado 74174,,76,0.0,,,0,A,15.0,B,,206,
3317,Circuito integrado 74175,,18,0.0,,,0,A,15.0,B,,206,
3318,Circuito integrado 74177,,24,0.0,,,0,A,15.0,B,,207,
3319,Circuito integrado 74180,,32,0.0,,,0,A,15.0,B,,207,
3432,Circuito integrado 74181,,26,0.0,,,0,A,15.0,B,,228,
3320,Circuito integrado 74190,,71,0.0,,,0,A,15.0,B,,207,
3321,Circuito integrado 74191,,48,0.0,,,0,A,15.0,B,,207,
3322,Circuito integrado 74192,,72,0.0,,,0,A,15.0,B,,207,
3323,Circuito integrado 74193,,47,0.0,,,0,A,15.0,B,,207,
3324,Circuito integrado 74194,,8,0.0,,,0,A,15.0,B,,207,
3325,Circuito integrado 74197,,7,0.0,,,0,A,15.0,B,,207,
3266,Circuito integrado 7420,,106,0.0,,,0,A,15.0,B,,196,
3267,Circuito integrado 7421,,12,0.0,,,0,A,15.0,B,,196,
3268,Circuito integrado 7423,,19,0.0,,,0,A,15.0,B,,197,
3326,Circuito integrado 74240,,9,0.0,,,0,A,15.0,B,,208,
3327,Circuito integrado 74241,,43,0.0,,,0,A,15.0,B,,208,
3328,Circuito integrado 74244,,26,0.0,,,0,A,15.0,B,,208,
3329,Circuito integrado 74245,,75,0.0,,,0,A,15.0,B,,208,
3330,Circuito integrado 74247,,22,0.0,,,0,A,15.0,B,,208,
3269,Circuito integrado 7425,,18,0.0,,,0,A,15.0,B,,197,
3331,Circuito integrado 74257,,18,0.0,,,0,A,15.0,B,,208,
3270,Circuito integrado 7427,,44,0.0,,,0,A,15.0,B,,197,
3332,Circuito integrado 74273,,37,0.0,,,0,A,15.0,B,,208,
3333,Circuito integrado 74279,,43,0.0,,,0,A,15.0,B,,209,
3334,Circuito integrado 74293,,10,0.0,,,0,A,15.0,B,,209,
3271,Circuito integrado 7430,,57,0.0,,,0,A,15.0,B,,197,
3272,Circuito integrado 7432,,354,0.0,,,0,A,15.0,B,,198,
3335,Circuito integrado 74365,,20,0.0,,,0,A,15.0,B,,209,
3336,Circuito integrado 74367,,43,0.0,,,0,A,15.0,B,,209,
3337,Circuito integrado 74368,,32,0.0,,,0,A,15.0,B,,209,
3339,Circuito integrado 74373,,329,0.0,,,0,A,15.0,B,,210,
3338,Circuito integrado 74374,,31,0.0,,,0,A,15.0,B,,209,
3273,Circuito integrado 7438,,21,0.0,,,0,A,15.0,B,,199,
3340,Circuito integrado 74390,,40,0.0,,,0,A,15.0,B,,210,
3341,Circuito integrado 74393,,25,0.0,,,0,A,15.0,B,,210,
3274,Circuito integrado 7442,,169,0.0,,,0,A,15.0,B,,199,
3275,Circuito integrado 7447,,142,0.0,,,0,A,15.0,B,,199,
3276,Circuito integrado 7451,,61,0.0,,,0,A,15.0,B,,199,
3277,Circuito integrado 7453,,40,0.0,,,0,A,15.0,B,,200,
3342,Circuito integrado 74573,,21,0.0,,,0,A,15.0,B,,211,
3343,Circuito integrado 74597,,9,0.0,,,0,A,15.0,B,,211,
3278,Circuito integrado 7460,,16,0.0,,,0,A,15.0,B,,200,
3279,Circuito integrado 7472,,3,0.0,,,0,A,15.0,B,,200,
3280,Circuito integrado 7473,,2,0.0,,,0,A,15.0,B,,200,
3281,Circuito integrado 7474,,182,0.0,,,0,A,15.0,B,,200,
3282,Circuito integrado 7475,,22,0.0,,,0,A,15.0,B,,201,
3283,Circuito integrado 7476,,38,0.0,,,0,A,15.0,B,,201,
3284,Circuito integrado 7483,,69,0.0,,,0,A,15.0,B,,201,
3285,Circuito integrado 7485,,58,0.0,,,0,A,15.0,B,,201,
3286,Circuito integrado 7486,,127,0.0,,,0,A,15.0,B,,201,
3287,Circuito integrado 7490,,148,0.0,,,0,A,15.0,B,,202,
3288,Circuito integrado 7492,,22,0.0,,,0,A,15.0,B,,202,
3289,Circuito integrado 7493,,84,0.0,,,0,A,15.0,B,,202,
3290,Circuito integrado 7495,,57,0.0,,,0,A,15.0,B,,202,
3344,Circuito integrado 75107,,9,0.0,,,0,A,15.0,B,,211,
3345,Circuito integrado 75110,,2,0.0,,,0,A,15.0,B,,211,
3438,Circuito integrado 7903,,3,0.0,,,0,A,15.0,B,,230,
3439,Circuito integrado 8636,,3,0.0,,,0,A,15.0,B,,230,
3430,Circuito integrado 88931 G88AJ9301,,4,0.0,,,0,A,15.0,B,,228,
3364,Circuito integrado 8922,,1,0.0,,,0,A,15.0,B,,215,
3365,Circuito integrado 8927,,1,0.0,,,0,A,15.0,B,,215,
3367,Circuito integrado 9227,,7,0.0,,,0,A,15.0,B,,215,
3468,Circuito integrado ADC 0808 CCN,,11,0.0,,,0,A,15.0,B,,236,
3368,Circuito integrado H9236,,17,0.0,,,0,A,15.0,B,,215,
3431,Circuito integrado HCF 4515 BE,,10,0.0,,,0,A,15.0,B,,228,
2954,Circuito integrado KA 555,,10,0.0,,,0,A,15.0,C,,98,
3347,Circuito integrado LM 723 CN,,29,0.0,,,0,A,15.0,B,,212,
3366,Circuito integrado MC 3487 P RQGB 8930,,11,0.0,,,0,A,15.0,B,,215,
3449,Circuito integrado P 1529 GF4,,7,0.0,,,0,A,15.0,B,,232,
3461,Circuito integrado P 8032 SBPN,,55,0.0,,,0,A,15.0,B,,235,
3464,Circuito integrado P28010,,32,0.0,,,0,A,15.0,B,,236,
2962,Circuito integrado PC817,,104,0.0,,,0,A,15.0,C,,99,
3460,Circuito integrado PIC 16621A-04,,12,0.0,,,0,A,15.0,B,,234,
3450,Circuito integrado PIC 16628-04,,141,0.0,,,0,A,15.0,B,,233,
3459,Circuito integrado PIC 16630,,2,0.0,,,0,A,15.0,B,,234,
3451,Circuito integrado PIC 1674B-041,,4,0.0,,,0,A,15.0,B,,233,
3452,Circuito integrado PIC 16872-1,,4,0.0,,,0,A,15.0,B,,233,
3453,Circuito integrado PIC 16873,,10,0.0,,,0,A,15.0,B,,233,
3454,Circuito integrado PIC 16877,,17,0.0,,,0,A,15.0,B,,233,
3457,Circuito integrado PIC 184550-1,,10,0.0,,,0,A,15.0,B,,234,
3458,Circuito integrado PIC 184620,,30,0.0,,,0,A,15.0,B,,234,
3455,Circuito integrado PIC182550-I,,4,0.0,,,0,A,15.0,B,,234,
3456,Circuito integrado PIC184525,,8,0.0,,,0,A,15.0,B,,234,
3422,Circuito integrado PLS 153,,3,0.0,,,0,A,15.0,B,,226,
3423,Circuito integrado PLS 157,,9,0.0,,,0,A,15.0,B,,226,
3424,Circuito integrado PLS 159,,59,0.0,,,0,A,15.0,B,,226,
3462,Circuito integrado R 9401 27C512DC,,4,0.0,,,0,A,15.0,B,,235,
3425,Circuito integrado SMD 7400,,9,0.0,,,0,A,15.0,B,,227,
2964,Circuito integrado SX 28AC/DP,,4,0.0,,,0,A,15.0,C,,99,
3356,Circuito integrado TCA 785,,6,0.0,,,0,A,15.0,B,,213,
3411,Circuito integrado TL084CN,,37,0.0,,,0,A,15.0,B,,223,
3463,Circuito integrado TM 2016 AP-15,,3,0.0,,,0,A,15.0,B,,235,
3355,Circuito integrado UNL 20048,,20,0.0,,,0,A,15.0,B,,213,
3447,Circuito integrado V 2.03.04,,7,0.0,,,0,A,15.0,B,,232,
